,title,year,popularity,homepage,type,action,comedy,fantasy,horror,non-fiction,romance
4430,L'avenir,2016,7.1,,M,0,0,1,0,0,0
4431,Devil's Knot,2013,6.1,,M,0,0,1,1,1,0
4432,War on Everyone,2016,5.9,,M,1,1,0,0,0,0
4433,"Love, Rosie",2014,7.2,,M,0,1,0,0,0,1
4434,The Age of Shadows,2016,7.2,,M,1,0,1,0,0,0
4435,Love & Friendship,2016,6.5,,M,0,1,1,0,0,1
4436,Hunger,2008,7.6,,M,0,0,1,0,1,0
4437,Dear Zindagi,2016,7.8,,M,0,0,1,0,0,1
4438,Genius,2016,6.5,,M,0,0,1,0,1,0
4439,10 Years,2011,6.1,,M,0,1,1,0,0,1
4440,The Matchbreaker,2016,5.5,,M,0,1,0,0,0,1
4441,The Neighbor,2016,5.8,,M,1,0,0,1,0,0
4442,The Hollars,2016,6.5,,M,0,1,1,0,0,1
4443,Closed Circuit,2013,6.2,,M,0,0,1,1,0,0
4444,La tortue rouge,2016,7.6,,M,0,1,1,0,0,0
4445,The Heartbreak Kid,2007,5.8,,M,0,1,0,0,0,1
4446,Entourage,2015,6.6,,M,0,1,0,0,0,0
4447,The Strangers,2008,6.2,,M,1,0,0,1,0,0
4448,Nymphomaniac: Vol. II,2013,6.7,,M,0,0,1,0,0,0
4449,Blair Witch,2016,5.1,,M,1,0,0,1,0,0
4450,The Karate Kid,2010,6.2,,M,1,0,1,0,0,0
4451,The A-Team,2010,6.8,,M,1,1,0,0,0,0
4452,The Guest,2014,6.7,,M,1,0,0,0,0,0
4453,This Beautiful Fantastic,2016,6.9,,M,0,1,1,0,0,0
4454,The Blackcoat's Daughter,2015,5.6,,M,1,0,0,1,0,0
4455,Knight of Cups,2015,5.7,,M,0,0,1,0,0,1
4456,El secreto de sus ojos,2009,8.2,,M,0,0,1,1,0,1
4457,Only for One Night,2016,4.6,,M,1,0,0,0,0,0
4458,Rules Don't Apply,2016,5.7,,M,0,1,1,0,0,1
4459,Ouija: Origin of Evil,2016,6.1,,M,1,0,0,1,0,0
4460,Fracture,2007,7.2,,M,0,0,1,1,0,0
4461,LÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â­da BaarovÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¡,2016,5,,M,0,0,1,0,1,0
4462,Lavender,2016,5.2,,M,1,0,1,0,0,0
4463,Deuces,2016,6.6,,M,0,0,1,0,0,0
4464,Conan the Barbarian,2011,5.2,,M,1,0,1,0,0,0
4465,Chef,2014,7.3,,M,0,1,1,0,0,0
4466,Eye in the Sky,2015,7.3,,M,1,0,1,0,1,0
4467,PK,2014,8.2,,M,0,1,1,0,0,1
4468,High-Rise,2015,5.7,,M,0,0,1,0,0,0
4469,The Assignment,2016,4.5,,M,1,0,0,1,0,0
4470,31,2016,5.1,,M,1,0,0,1,0,0
4471,Final Girl,2015,4.7,,M,1,0,0,0,0,0
4472,Chalk It Up,2016,4.8,,M,0,1,0,0,0,0
4473,The Man Who Knew Infinity,2015,7.2,,M,0,0,1,0,1,0
4474,Mr. Brooks,2007,7.3,,M,1,0,1,1,0,0
4475,Tramps,2016,6.5,,M,0,1,0,0,0,1
4476,Before We Go,2014,6.9,,M,0,1,1,0,0,1
4477,The Secret Scripture,2016,6.8,,M,0,0,1,0,0,0
4478,Max Steel,2016,4.6,,M,1,0,0,0,0,0
4479,Sisters,2015,6,,M,0,1,0,0,0,0
4480,The Family,2013,6.3,,M,1,1,0,1,0,0
4481,Ma vie de Courgette,2016,7.8,,M,0,1,1,0,0,0
4482,A United Kingdom,2016,6.8,,M,0,0,1,0,1,1
4483,USS Indianapolis: Men of Courage,2016,5.2,,M,1,0,1,0,1,0
4484,Turbo Kid,2015,6.7,,M,1,1,0,0,0,0
4485,I.T.,2016,5.4,,M,0,0,1,1,0,0
4486,Wolves at the Door,2016,4.6,,M,1,0,0,1,0,0
4487,Suite FranÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â§aise,2014,6.9,,M,0,0,1,0,1,1
4488,Christine,2016,7,,M,0,0,1,0,1,0
4489,Man Down,2015,5.8,,M,1,0,1,0,0,0
4490,Crawlspace,2016,5.3,,M,1,0,0,1,0,0
4491,Shut In,2016,4.6,,M,1,0,1,1,0,0
4492,The Warriors Gate,2016,5.3,,M,1,0,1,0,0,0
4493,Jane Eyre,2011,7.4,,M,0,0,1,0,0,1
4494,The Loft,2014,6.3,,M,1,0,0,1,0,1
4495,Bacalaureat,2016,7.5,,M,0,0,1,1,0,0
4496,Exposed,2016,4.2,,M,0,0,1,1,0,0
4497,Maudie,2016,7.8,,M,0,0,1,0,1,1
4498,A Bigger Splash,2015,6.4,,M,1,0,1,0,0,0
4499,La migliore offerta,2013,7.8,,M,0,0,1,1,0,0
4500,Mean Dreams,2016,6.3,,M,1,0,0,0,0,0
4501,Barbershop: The Next Cut,2016,5.9,,M,0,1,1,0,0,0
4502,Koe no katachi,2016,8.4,,M,0,1,1,0,0,1
4503,Locke,2013,7.1,,M,0,0,1,0,0,0
4504,The 9th Life of Louis Drax,2016,6.3,,M,1,0,0,1,0,0
4505,Horns,2013,6.5,,M,0,0,1,1,0,0
4506,The Stanford Prison Experiment,2015,6.9,,M,0,0,1,0,1,0
4507,En man som heter Ove,2015,7.7,,M,0,1,1,0,0,0
4508,Red Dawn,2012,5.4,,M,1,0,0,0,0,0
4509,Life as We Know It,2010,6.6,,M,0,1,1,0,0,1
4510,Shin Gojira,2016,6.9,,M,1,0,1,0,0,0
4511,Equals,2015,6.1,,M,0,0,1,0,0,1
4512,The Intent,2016,3.5,,M,0,0,1,1,0,0
4513,Sex and the City,2008,5.5,,M,0,1,1,0,0,1
4514,Rambo,2008,7.1,,M,1,0,0,0,1,0
4515,Planet Terror,2007,7.1,,M,1,1,0,1,0,0
4516,The Fall,2006,7.9,,M,1,1,1,0,0,0
4517,Sleeping with Other People,2015,6.5,,M,0,1,1,0,0,1
4518,What If,2013,6.8,,M,0,1,0,0,0,1
4519,In Dubious Battle,2016,6.2,,M,0,0,1,0,0,0
4520,"Hello, My Name Is Doris",2015,6.7,,M,0,1,1,0,0,1
4521,Il racconto dei racconti - Tale of Tales,2015,6.4,,M,0,0,1,1,0,0
4522,I Am the Pretty Thing That Lives in the House,2016,4.7,,M,1,0,0,0,0,0
4523,Coherence,2013,7.2,,M,1,0,1,1,0,0
4524,Notorious,2009,6.7,,M,0,0,1,1,1,0
4525,Goksung,2016,7.5,,M,0,0,1,1,0,0
4526,The Girl Next Door,2007,6.7,,M,0,0,1,1,0,0
4527,Scouts Guide to the Zombie Apocalypse,2015,6.3,,M,1,1,0,1,0,0
4528,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,,M,1,0,1,0,0,0
4529,The Sea of Trees,2015,5.9,,M,0,0,1,0,0,0
4530,Good Kids,2016,6.1,,M,0,1,0,0,0,0
4531,Footloose,2011,5.9,,M,0,1,1,0,1,0
4532,The Ticket,2016,5.4,,M,0,0,1,0,0,0
4533,Detour,2016,6.3,,M,1,0,0,0,0,0
4534,The Love Witch,2016,6.2,,M,0,1,0,1,0,0
4535,The Human Centipede (First Sequence),2009,4.4,,M,0,0,0,1,0,0
4536,The Siege of Jadotville,2016,7.3,,M,1,0,1,0,0,0
4537,Transpecos,2016,5.8,,M,1,0,0,0,0,0
4538,King Cobra,2016,5.6,,M,0,0,1,1,0,0
4539,Me and Earl and the Dying Girl,2015,7.8,,M,0,1,1,0,0,0
4540,The Kings of Summer,2013,7.2,,M,1,1,1,0,0,0
4541,Into the Forest,2015,5.9,,M,1,0,1,0,0,0
4542,Custody,2016,6.9,,M,0,0,1,0,0,0
4543,Inland Empire,2006,7,,M,1,0,1,1,0,0
4544,L'odyssÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â©e,2016,6.7,,M,1,0,0,0,1,0
4545,Wrecker,2015,3.5,,M,1,0,0,1,0,0
4546,Queen of Katwe,2016,7.4,,M,0,0,1,0,1,0
4547,Dark Places,2015,6.2,,M,1,0,1,1,0,0
4548,Amateur Night,2016,5,,M,0,1,0,0,0,0
4549,It's Only the End of the World,2016,7,,M,0,0,1,0,0,0
4550,The Skin I Live In,2011,7.6,,M,1,0,1,0,0,0
4551,Martyrs,2008,7.1,,M,0,0,0,1,0,0
4552,Taare Zameen Par,2007,8.5,,M,0,0,1,0,1,0
4553,Search Party,2014,5.6,,M,1,1,0,0,0,0
4554,Nine Lives,2016,5.3,,M,0,1,1,0,0,0
4555,Avatar,2009,7.2,http://www.avatarmovie.com/,M,1,0,1,0,0,0
4556,Pirates of the Caribbean: At World's End,2007,6.9,http://disney.go.com/disneypictures/pirates/,M,1,0,1,0,0,0
4557,Spectre,2015,6.3,http://www.sonypictures.com/movies/spectre/,M,1,0,0,1,0,0
4558,The Dark Knight Rises,2012,7.6,http://www.thedarkknightrises.com/,M,1,0,1,1,0,0
4559,John Carter,2012,6.1,http://movies.disney.com/john-carter,M,1,0,1,0,0,0
4560,Spider-Man 3,2007,5.9,http://www.sonypictures.com/movies/spider-man3/,M,1,0,1,0,0,0
4561,Tangled,2010,7.4,http://disney.go.com/disneypictures/tangled/,M,0,1,0,0,0,0
4562,Avengers: Age of Ultron,2015,7.3,http://marvel.com/movies/movie/193/avengers_age_of_ultron,M,1,0,1,0,0,0
4563,Harry Potter and the Half-Blood Prince,2009,7.4,http://harrypotter.warnerbros.com/harrypotterandthehalf-bloodprince/dvd/index.html,M,1,0,1,0,0,0
4564,Batman v Superman: Dawn of Justice,2016,5.7,http://www.batmanvsupermandawnofjustice.com/,M,1,0,1,0,0,0
4565,Superman Returns,2006,5.4,http://www.superman.com,M,1,0,1,0,0,0
4566,Quantum of Solace,2008,6.1,http://www.mgm.com/view/movie/234/Quantum-of-Solace/,M,1,0,0,1,0,0
4567,Pirates of the Caribbean: Dead Man's Chest,2006,7,http://disney.go.com/disneypictures/pirates/,M,1,0,1,0,0,0
4568,The Lone Ranger,2013,5.9,http://disney.go.com/the-lone-ranger/,M,1,0,0,0,0,0
4569,Man of Steel,2013,6.5,http://www.manofsteel.com/,M,1,0,1,0,0,0
4570,The Avengers,2012,7.4,http://marvel.com/avengers_movie/,M,1,0,1,0,0,0
4571,Pirates of the Caribbean: On Stranger Tides,2011,6.4,http://disney.go.com/pirates/index-on-stranger-tides.html#/video/,M,1,0,1,0,0,0
4572,Men in Black 3,2012,6.2,http://www.sonypictures.com/movies/meninblack3/,M,1,1,1,0,0,0
4573,The Hobbit: The Battle of the Five Armies,2014,7.1,http://www.thehobbit.com/,M,1,0,1,0,0,0
4574,The Amazing Spider-Man,2012,6.5,http://www.theamazingspiderman.com,M,1,0,1,0,0,0
4575,Robin Hood,2010,6.2,http://www.robinhoodthemovie.com/,M,1,0,0,0,0,0
4576,The Hobbit: The Desolation of Smaug,2013,7.6,http://www.thehobbit.com/,M,1,0,1,0,0,0
4577,The Golden Compass,2007,5.8,http://www.goldencompassmovie.com/index_german.html,M,1,0,1,0,0,0
4578,Captain America: Civil War,2016,7.1,http://marvel.com/captainamericapremiere,M,1,0,1,0,0,0
4579,Battleship,2012,5.5,,M,1,0,1,0,0,0
4580,Jurassic World,2015,6.5,http://www.jurassicworld.com/,M,1,0,1,0,0,0
4581,Skyfall,2012,6.9,http://www.skyfall-movie.com,M,1,0,0,0,0,0
4582,Alice in Wonderland,2010,6.4,http://disney.go.com/wonderland/,M,1,0,1,0,0,0
4583,X-Men: The Last Stand,2006,6.3,,M,1,0,1,0,0,0
4584,Monsters University,2013,7,,M,0,1,0,0,0,0
4585,Transformers: Revenge of the Fallen,2009,6,http://www.transformersmovie.com/,M,1,0,1,0,0,0
4586,Transformers: Age of Extinction,2014,5.8,http://www.transformersmovie.com,M,1,0,1,0,0,0
4587,The Amazing Spider-Man 2,2014,6.5,http://www.theamazingspiderman.com,M,1,0,1,0,0,0
4588,Cars 2,2011,5.8,http://www.disney.go.com/cars/,M,1,1,0,0,0,0
4589,Green Lantern,2011,5.1,http://greenlanternmovie.warnerbros.com/,M,1,0,1,0,0,0
4590,Toy Story 3,2010,7.6,http://disney.go.com/toystory/,M,0,1,0,0,0,0
4591,Terminator Salvation,2009,5.9,https://www.warnerbros.com/terminator-salvation,M,1,0,1,0,0,0
4592,World War Z,2013,6.7,http://www.worldwarzmovie.com,M,1,0,1,1,0,0
4593,X-Men: Days of Future Past,2014,7.5,http://www.x-menmovies.com/,M,1,0,1,0,0,0
4594,Star Trek Into Darkness,2013,7.4,,M,1,0,1,0,0,0
4595,The Great Gatsby,2013,7.3,,M,0,0,1,0,0,1
4596,Prince of Persia: The Sands of Time,2010,6.2,http://disney.go.com/disneypictures/princeofpersia,M,1,0,1,0,0,1
4597,Pacific Rim,2013,6.7,http://www.pacificrimmovie.com/,M,1,0,1,0,0,0
4598,Transformers: Dark of the Moon,2011,6.1,http://www.transformersmovie.com/,M,1,0,1,0,0,0
4599,Indiana Jones and the Kingdom of the Crystal Skull,2008,5.7,http://www.indianajones.com/site/index.html,M,1,0,0,0,0,0
4600,Brave,2012,6.7,http://disney.go.com/brave/#/home,M,1,1,1,0,0,0
4601,Star Trek Beyond,2016,6.6,http://www.startrekmovie.com/,M,1,0,1,0,0,0
4602,2012,2009,5.6,http://www.sonypictures.com/movies/2012,M,1,0,1,0,0,0
4603,Jupiter Ascending,2015,5.2,http://www.jupiterascending.com,M,1,0,1,0,0,0
4604,The Legend of Tarzan,2016,5.5,http://legendoftarzan.com,M,1,0,0,0,0,0
4605,X-Men: Apocalypse,2016,6.4,http://www.foxmovies.com/movies/x-men-apocalypse,M,0,0,1,0,0,0
4606,The Dark Knight,2008,8.2,http://thedarkknight.warnerbros.com/dvdsite/,M,1,0,1,1,0,0
4607,Up,2009,7.7,http://disney.go.com/disneypictures/up/,M,1,1,0,0,0,0
4608,Iron Man,2008,7.4,http://www.ironmanmovie.com/,M,1,0,1,0,0,0
4609,Hugo,2011,7,http://www.hugomovie.com/,M,1,0,1,0,0,0
4610,The Mummy: Tomb of the Dragon Emperor,2008,5.2,http://www.themummy.com/,M,1,0,1,0,0,0
4611,Suicide Squad,2016,5.9,http://www.suicidesquad.com/,M,1,0,1,1,0,0
4612,Edge of Tomorrow,2014,7.6,http://www.edgeoftomorrowmovie.com/,M,1,0,1,0,0,0
4613,G.I. Joe: The Rise of Cobra,2009,5.6,http://www.gijoemovie.com/,M,1,0,1,0,0,0
4614,Inside Out,2015,8,http://movies.disney.com/inside-out,M,0,1,1,0,0,0
4615,The Jungle Book,2016,6.7,http://movies.disney.com/the-jungle-book-2016,M,1,0,1,0,0,0
4616,Iron Man 2,2010,6.6,http://www.ironmanmovie.com/,M,1,0,1,0,0,0
4617,Snow White and the Huntsman,2012,5.8,http://www.snowwhiteandthehuntsman.com/,M,1,0,1,0,0,0
4618,Maleficent,2014,7,http://movies.disney.com/maleficent,M,1,0,1,0,0,1
4619,Dawn of the Planet of the Apes,2014,7.3,http://www.dawnofapes.com/,M,1,0,1,0,0,0
4620,Captain America: The Winter Soldier,2014,7.6,http://www.captainamericathewintersoldiermovie.com,M,1,0,1,0,0,0
4621,Tomorrowland,2015,6.2,http://movies.disney.com/tomorrowland,M,1,0,1,1,0,0
4622,Big Hero 6,2014,7.8,http://movies.disney.com/big-hero-6,M,1,1,0,0,0,0
4623,Wreck-It Ralph,2012,7.1,http://disney.go.com/wreck-it-ralph,M,1,1,0,0,0,0
4624,Independence Day: Resurgence,2016,4.9,http://www.warof1996.com,M,1,0,1,0,0,0
4625,How to Train Your Dragon,2010,7.5,http://www.howtotrainyourdragon.com/,M,1,1,1,0,0,0
4626,Guardians of the Galaxy,2014,7.9,http://marvel.com/guardians,M,1,0,1,0,0,0
4627,Interstellar,2014,8.1,http://www.interstellarmovie.net/,M,1,0,1,0,0,0
4628,Inception,2010,8.1,http://inceptionmovie.warnerbros.com/,M,1,0,1,1,0,0
4629,The Hobbit: An Unexpected Journey,2012,7,http://www.thehobbit.com/,M,1,0,1,0,0,0
4630,The Curious Case of Benjamin Button,2008,7.3,http://www.benjaminbutton.com/,M,1,0,1,1,0,1
4631,The Hunger Games: Mockingjay - Part 2,2015,6.6,http://www.thehungergames.movie/,M,1,0,1,0,0,0
4632,Alice Through the Looking Glass,2016,6.5,http://movies.disney.com/alice-through-the-looking-glass,M,0,0,1,0,0,0
4633,Warcraft,2016,6.3,http://www.warcraft-themovie.com/,M,1,0,1,0,0,0
4634,Terminator Genisys,2015,5.8,http://www.terminatormovie.com/,M,1,0,1,0,0,0
4635,Transformers,2007,6.6,http://www.transformersmovie.com/,M,1,0,1,0,0,0
4636,Harry Potter and the Order of the Phoenix,2007,7.4,http://www.harrypotterorderofthephoenix.com/,M,1,0,1,1,0,0
4637,Hancock,2008,6.2,http://www.sonypictures.com/movies/hancock/,M,1,0,1,0,0,0
4638,I Am Legend,2007,6.9,http://iamlegend.warnerbros.com/,M,1,0,1,1,0,0
4639,Ratatouille,2007,7.5,http://disney.go.com/disneypictures/ratatouille/,M,0,1,1,0,0,0
4640,X-Men Origins: Wolverine,2009,6.2,http://www.x-menorigins.com/,M,1,0,1,0,0,0
4641,Frozen,2013,7.3,http://movies.disney.com/frozen,M,1,1,0,0,0,0
4642,Thor: The Dark World,2013,6.8,http://marvel.com/thor,M,1,0,1,0,0,0
4643,Mad Max: Fury Road,2015,7.2,http://www.madmaxmovie.com/,M,1,0,1,0,0,0
4644,Thor,2011,6.6,http://thor.marvel.com/,M,1,0,1,0,0,0
4645,Wrath of the Titans,2012,5.5,http://www.wrathofthetitansmovie.org,M,1,0,0,0,0,0
4646,Dark Shadows,2012,5.7,http://darkshadowsmovie.warnerbros.com,M,0,1,1,0,0,0
4647,Mission: Impossible - Rogue Nation,2015,7.1,http://www.missionimpossible.com,M,1,0,0,0,0,0
4648,The Last Airbender,2010,4.7,http://www.thelastairbendermovie.com/,M,1,0,1,0,0,0
4649,Mission: Impossible III,2006,6.5,http://www.missionimpossible.com/,M,1,0,0,0,0,0
4650,White House Down,2013,6.4,,M,1,0,1,0,0,0
4651,Pan,2015,5.9,,M,1,0,1,0,0,0
4652,Ghostbusters,2016,5.3,http://www.ghostbusters.com/,M,1,1,1,0,0,0
4653,Beowulf,2007,5.5,http://www.beowulfmovie.com/,M,1,1,0,0,0,0
4654,Kung Fu Panda 3,2016,6.7,http://www.kungfupanda.com/,M,1,1,0,0,0,0
4655,Mission: Impossible - Ghost Protocol,2011,6.8,http://www.missionimpossible.com/,M,1,0,0,0,0,0
4656,Exodus: Gods and Kings,2014,5.6,http://www.exodusgodsandkings.com/,M,1,0,1,0,0,0
4657,Star Trek,2009,7.4,,M,1,0,1,0,0,0
4658,How to Train Your Dragon 2,2014,7.6,http://www.howtotrainyourdragon.com/,M,1,1,1,0,0,0
4659,Gods of Egypt,2016,5.3,,M,0,0,1,0,0,0
4660,Watchmen,2009,7,https://www.warnerbros.com/watchmen,M,1,0,1,1,0,0
4661,G.I. Joe: Retaliation,2013,5.4,http://www.gijoemovie.com,M,1,0,1,0,0,0
4662,Captain America: The First Avenger,2011,6.6,http://captainamerica.marvel.com/,M,1,0,1,0,0,0
4663,The Twilight Saga: Breaking Dawn - Part 2,2012,6.1,,M,1,0,1,0,0,1
4664,The Incredible Hulk,2008,6.1,,M,1,0,1,0,0,0
4665,The BFG,2016,6,http://movies.disney.com/the-bfg,M,1,0,1,0,0,0
4666,The Revenant,2015,7.3,http://www.foxmovies.com/movies/the-revenant,M,1,0,1,0,0,0
4667,The Bourne Ultimatum,2007,7.3,http://www.universalstudiosentertainment.com/the-bourne-ultimatum/,M,1,0,1,1,0,0
4668,Kung Fu Panda,2008,6.9,http://www.kungfupanda.com/,M,1,1,0,0,0,0
4669,Ant-Man,2015,7,http://marvel.com/movies/movie/180/ant-man,M,1,0,1,0,0,0
4670,The Hunger Games: Catching Fire,2013,7.4,http://www.thehungergames.movie/,M,1,0,1,0,0,0
4671,Home,2015,6.8,http://www.meettheboov.com/,M,0,1,1,0,0,0
4672,Salt,2010,6.2,http://www.sonypictures.com/homevideo/salt/,M,1,0,0,1,0,0
4673,Noah,2014,5.6,http://www.noahmovie.com,M,1,0,1,0,0,0
4674,Australia,2008,6.3,,M,0,0,1,0,0,0
4675,After Earth,2013,5,,M,1,0,1,0,0,0
4676,Night at the Museum: Secret of the Tomb,2014,6.1,,M,1,1,1,0,0,0
4677,Megamind,2010,6.7,http://www.megamind.com,M,1,1,1,0,0,0
4678,The Hunger Games: Mockingjay - Part 1,2014,6.6,http://www.thehungergames.movie/,M,1,0,1,0,0,0
4679,The Da Vinci Code,2006,6.5,http://www.sonypictures.com/homevideo/thedavincicode/index.html,M,1,0,0,1,0,0
4680,Fast Five,2011,7.1,http://www.watchvideoseries.com/movies/fast-five-2011-2/,M,1,0,0,1,0,0
4681,Sherlock Holmes: A Game of Shadows,2011,7,http://sherlockholmes2.warnerbros.com/index.html,M,1,0,0,1,0,0
4682,Clash of the Titans,2010,5.6,http://www.clash-of-the-titans.com/,M,1,0,1,0,0,0
4683,The Bourne Legacy,2012,6,http://www.thebournelegacy.com/,M,1,0,0,0,0,0
4684,Life of Pi,2012,7.2,http://www.lifeofpimovie.com/,M,1,0,1,0,0,0
4685,Ghost Rider,2007,5.2,http://www.sonypictures.com/movies/ghostrider/,M,1,0,1,1,0,0
4686,Jason Bourne,2016,5.9,http://www.jasonbournemovie.com,M,1,0,0,0,0,0
4687,Prometheus,2012,6.3,http://www.projectprometheus.com/,M,1,0,1,1,0,0
4688,Elysium,2013,6.4,,M,1,0,1,0,0,0
4689,RoboCop,2014,5.7,http://www.robocop.com,M,1,0,1,0,0,0
4690,Oblivion,2013,6.4,https://www.uphe.com/movies/oblivion,M,1,0,1,1,0,0
4691,The Wolverine,2013,6.3,http://www.thewolverinemovie.com,M,1,0,1,0,0,0
4692,The Huntsman: Winter's War,2016,6,http://www.thehuntsmanmovie.com/,M,1,0,1,0,0,0
4693,Teenage Mutant Ninja Turtles,2014,5.8,http://www.teenagemutantninjaturtlesmovie.com,M,1,1,1,0,0,0
4694,Gravity,2013,7.3,http://gravitymovie.warnerbros.com/,M,1,0,1,0,0,0
4695,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,5.8,http://www.teenagemutantninjaturtlesmovie.com/,M,1,1,1,0,0,0
4696,Fantastic Four,2015,4.4,http://www.fantasticfourmovie.com/,M,1,0,1,0,0,0
4697,San Andreas,2015,6,http://www.sanandreasmovie.com/,M,1,0,1,0,0,0
4698,Insurgent,2015,6.2,http://www.thedivergentseries.movie/#insurgent,M,1,0,1,0,0,0
4699,300: Rise of an Empire,2014,6.1,http://www.300themovie.com/,M,1,0,0,0,1,0
4700,Allegiant,2016,5.9,http://www.thedivergentseries.movie/#allegiant,M,1,0,1,0,0,0
4701,Real Steel,2011,6.6,http://www.steelgetsreal.com/,M,1,0,1,0,0,0
4702,Ender's Game,2013,6.6,http://www.if-sentinel.com/,M,1,0,1,0,0,0
4703,Live Free or Die Hard,2007,6.4,,M,1,0,0,0,0,0
4704,The Princess and the Frog,2009,6.7,http://disney.go.com/disneypictures/princessandthefrog/,M,0,1,0,0,1,1
4705,The Martian,2015,7.6,http://www.foxmovies.com/movies/the-martian,M,1,0,1,0,0,0
4706,Casino Royale,2006,7.3,http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006),M,1,0,0,0,0,0
4707,Public Enemies,2009,6.5,http://www.publicenemies.net/,M,0,0,1,1,1,0
4708,American Gangster,2007,7.4,http://www.americangangster.net/,M,0,0,1,1,0,0
4709,The Other Guys,2010,6.1,http://www.theotherguys-movie.com/,M,1,1,0,1,0,0
4710,Django Unchained,2012,7.8,http://unchainedmovie.com/,M,1,0,1,0,0,0
4711,The Expendables 2,2012,6.1,http://theexpendables2film.com/,M,1,0,0,0,0,0
4712,Blood Diamond,2006,7.3,,M,1,0,1,0,0,0
4713,The Wolf of Wall Street,2013,7.9,http://www.thewolfofwallstreet.com/,M,0,1,1,1,0,0
4714,Cloud Atlas,2012,6.6,http://cloudatlas.warnerbros.com/,M,0,0,1,0,0,0
4715,Hercules,2014,5.6,,M,1,0,0,0,0,0
4716,The Expendables 3,2014,6.1,http://theexpendables3film.com/,M,1,0,0,0,0,0
4717,Point Break,2015,5.5,https://www.facebook.com/PointBreakMovie,M,1,0,0,1,0,0
4718,In the Heart of the Sea,2015,6.5,http://www.intheheartoftheseamovie.com/,M,1,0,1,0,1,0
4719,Sex and the City 2,2010,5.4,http://www.sexandthecitymovie.com/,M,0,1,1,0,0,1
4720,Cinderella,2015,6.7,http://movies.disney.com/cinderella,M,0,0,1,0,0,1
4721,The Lovely Bones,2009,6.6,http://www.lovelybones.com,M,0,0,1,0,0,0
4722,Seventh Son,2014,5.2,http://www.seventhsonmovie.com/,M,1,0,1,0,0,0
4723,Transcendence,2014,5.9,,M,1,0,1,1,0,0
4724,Rise of the Planet of the Apes,2011,7,http://www.apeswillrise.com/,M,1,0,1,0,0,0
4725,Percy Jackson & the Olympians: The Lightning Thief,2010,6,,M,1,0,1,0,0,0
4726,Unstoppable,2010,6.3,,M,1,0,0,0,0,0
4727,The Secret Life of Walter Mitty,2013,7,,M,1,1,1,0,0,0
4728,The Departed,2006,7.9,http://thedeparted.warnerbros.com/,M,1,0,1,1,0,0
4729,Tropic Thunder,2008,6.5,http://www.tropicthunder.com/,M,1,1,0,0,0,0
4730,The Girl with the Dragon Tattoo,2011,7.2,http://dragontattoo.com/,M,1,0,1,1,0,0
4731,Sherlock Holmes,2009,7,http://sherlock-holmes-movie.warnerbros.com/,M,1,0,0,1,0,0
4732,Ben-Hur,2016,5.3,http://www.benhurmovie.com/,M,0,0,1,0,0,0
4733,You Don't Mess with the Zohan,2008,5.5,http://www.youdontmesswiththezohan.com/,M,1,1,0,0,0,0
4734,Pixels,2015,5.6,http://www.pixels-movie.com/,M,1,1,1,0,0,0
4735,Percy Jackson: Sea of Monsters,2013,5.9,http://www.percyjacksonthemovie.com/us/#!/home,M,1,0,1,0,0,0
4736,Now You See Me 2,2016,6.7,http://nowyouseeme.movie,M,1,1,0,1,0,0
4737,Rio,2011,6.5,http://www.riomovies.com/,M,1,1,0,0,0,0
4738,Happy Feet,2006,5.9,http://www.warnerbros.com/happy-feet,M,0,1,0,0,0,0
4739,The Three Musketeers,2011,5.6,http://www.threemusketeers-movie.com/,M,1,0,0,0,0,0
4740,Enchanted,2007,6.6,http://disney.go.com/disneypictures/enchanted/,M,0,1,1,0,0,1
4741,Ocean's Thirteen,2007,6.5,http://oceans13.warnerbros.com/,M,1,0,0,1,0,0
4742,Divergent,2014,6.9,http://www.thedivergentseries.movie/#divergent,M,1,0,1,0,0,0
4743,The Fast and the Furious: Tokyo Drift,2006,6.1,http://www.thefastandthefurious3.com/,M,1,0,1,1,0,0
4744,Scott Pilgrim vs. the World,2010,7.2,http://www.scottpilgrimthemovie.com/,M,1,1,0,0,0,0
4745,Dredd,2012,6.6,http://dreddthemovie.com/,M,1,0,1,0,0,0
4746,Jumper,2008,5.9,http://www.fox.co.uk/jumper,M,1,0,1,0,0,0
4747,Hellboy II: The Golden Army,2008,6.5,,M,1,0,1,0,0,0
4748,Zodiac,2007,7.3,,M,1,0,1,1,0,0
4749,The Expendables,2010,6,http://expendablesthemovie.com/,M,1,0,0,0,0,0
4750,The Hunger Games,2012,6.9,http://www.thehungergames.movie/,M,1,0,1,0,0,0
